"Code.U2A","Libellé.U2A","Action.menée","Adresse","latitude","longitude","result_address","result_score","result_type","result_id","Code.INSEE","Code.Postal","Commune","Departement","Region","Statut","Altitude.Moyenne","Superficie","Population","geo_point_2d","geo_shape","ID.Geogla","Code.Commune","Code.Canton","Code.Arrondissement","Code.Departement","Code.Region","lat","long"
"U9205","Distribution CAP de Boulogne Billancourt","Distribution de chèques","14, Rue DE L'EST   92100 BOULOGNE BILLANCOURT",48.838427,2.24548,"14 Rue de l'Est 92100 Boulogne-Billancourt",0.93,"housenumber","92012_3185_cc1f14","92012","92100","BOULOGNE-BILLANCOURT","HAUTS-DE-SEINE","ILE-DE-FRANCE","Sous-préfecture",33,615,113.1,"48.8365843138, 2.23913599058","{""type"": ""Polygon"", ""coordinates"": [[[2.236100452595979, 48.821547611630635], [2.232636965444476, 48.82273961343197], [2.224048327976762, 48.83514968887822], [2.224224570225082, 48.85351605360997], [2.248055951073368, 48.8463203628684], [2.253560441074077, 48.836857452382674], [2.262784637049641, 48.833928727333785], [2.249565274017956, 48.82478073110864], [2.236100452595979, 48.821547611630635]]]}",36061,12,89,3,"92",11,48.8365843138,2.23913599058
"U9206","Espace bebe maman de Puteaux","Espace bébé maman","2 rue des Fusillés de la Résistance  92800 PUTEAUX",48.884448,2.226116,"2 Rue des Fusillés de la Résistance 92800 Puteaux",0.92,"housenumber","92062_XXXX_3c04ad","92062","92800","PUTEAUX","HAUTS-DE-SEINE","ILE-DE-FRANCE","Chef-lieu canton",45,318,44.9,"48.8837094969, 2.23834178314","{""type"": ""Polygon"", ""coordinates"": [[[2.231736346483731, 48.86906948087001], [2.234147783142018, 48.87752083453298], [2.223611532056816, 48.88276809552511], [2.233785235553238, 48.89567616526661], [2.253756950262125, 48.88688989505178], [2.245698308986428, 48.87646099663309], [2.231736346483731, 48.86906948087001]]]}",35357,62,33,2,"92",11,48.8837094969,2.23834178314
"U9207","A DEFINIR (CD)","Centre de Distribution Alimentaire","   92 ",-21.286989,55.52117,"92 Rue Kerveguen Le Tampon",0.06,"housenumber","97422_XXXX_c8c157","97416","97410","SAINT-PIERRE","REUNION","REUNION","Sous-préfecture",295,9632,77.1,"-21.3123242427, 55.4936155164","{""type"": ""Polygon"", ""coordinates"": [[[55.53614496607191, -21.36305328149541], [55.50088531937079, -21.3511708658814], [55.485789185416046, -21.350818646092147], [55.477384839807186, -21.34393184287238], [55.462682678127564, -21.341946204090867], [55.459354937938734, -21.340235607137945], [55.4498176885138, -21.329407831129853], [55.42754282368825, -21.325352954027107], [55.41762042001625, -21.320192473152744], [55.4039192539977, -21.303505996763175], [55.41991668266603, -21.29477777355703], [55.45551591387857, -21.28602112896066], [55.46571681746986, -21.27634075292153], [55.470795227187295, -21.26705587990674], [55.4704815507114, -21.260106671651986], [55.479702243164795, -21.254589637314847], [55.502837280766265, -21.282302422494173], [55.51468090106372, -21.291061013873517], [55.51320414546415, -21.29797634875463], [55.53363776124388, -21.31359325826404], [55.54827484941034, -21.310278600765695], [55.570945621783906, -21.297528098304696], [55.58012344441857, -21.286332248179612], [55.60188234402916, -21.27252167692082], [55.604298029869604, -21.28819652528439], [55.59379221583927, -21.291225596318174], [55.578345399505096, -21.310860635112547], [55.54726668368644, -21.322609193028565], [55.53614496607191, -21.36305328149541]]]}",16,416,98,2,"97",4,-21.3123242427,55.4936155164
"U9208","Epicerie sociale de Suresnes","Epicerie sociale","11 rue de la Procession   92150 SURESNES",48.864893,2.211642,"11 Rue de la Procession 92150 Suresnes",0.93,"housenumber","92073_7270_f7b0e3","92073","92150","SURESNES","HAUTS-DE-SEINE","ILE-DE-FRANCE","Chef-lieu canton",72,379,46.1,"48.8698479132, 2.21965517625","{""type"": ""Polygon"", ""coordinates"": [[[2.22566343769455, 48.859407216119635], [2.20356373268195, 48.86062920690825], [2.200677423963596, 48.86307421683668], [2.211281551933893, 48.868540722129524], [2.207759618107505, 48.87422836074404], [2.223611532056816, 48.88276809552511], [2.234147783142018, 48.87752083453298], [2.231736346483731, 48.86906948087001], [2.22566343769455, 48.859407216119635]]]}",35707,73,38,2,"92",11,48.8698479132,2.21965517625
"U9209","Samu social de Suresnes","Samu social","20 rue Merlin de Thionville   92150 SURESNES",48.868942,2.223519,"20 Rue Merlin de Thionville 92150 Suresnes",0.93,"housenumber","92073_6135_ee4cd5","92073","92150","SURESNES","HAUTS-DE-SEINE","ILE-DE-FRANCE","Chef-lieu canton",72,379,46.1,"48.8698479132, 2.21965517625","{""type"": ""Polygon"", ""coordinates"": [[[2.22566343769455, 48.859407216119635], [2.20356373268195, 48.86062920690825], [2.200677423963596, 48.86307421683668], [2.211281551933893, 48.868540722129524], [2.207759618107505, 48.87422836074404], [2.223611532056816, 48.88276809552511], [2.234147783142018, 48.87752083453298], [2.231736346483731, 48.86906948087001], [2.22566343769455, 48.859407216119635]]]}",35707,73,38,2,"92",11,48.8698479132,2.21965517625
"U9210","Samu Social de Courbevoie","Samu social","BP 171   92406 Courbevoie cedex",48.894389,2.249666,"Place Charras 92400 Courbevoie",0.4,"street","92026_1520_5d2cac","92026","92400","COURBEVOIE","HAUTS-DE-SEINE","ILE-DE-FRANCE","Chef-lieu canton",41,416,86.9,"48.8984504771, 2.25570587289","{""type"": ""Polygon"", ""coordinates"": [[[2.253756950262125, 48.88688989505178], [2.233785235553238, 48.89567616526661], [2.231624896053336, 48.90065360265188], [2.258215715106153, 48.90608228184913], [2.264820248511973, 48.904036577787686], [2.266398166116926, 48.906294552742324], [2.276380966601864, 48.90654413352254], [2.284270341799327, 48.90228379773861], [2.271065300760704, 48.898400020270955], [2.253756950262125, 48.88688989505178]]]}",26083,26,93,2,"92",11,48.8984504771,2.25570587289
"U9211","Epicerie Sociale de Courbevoie","Epicerie sociale","11 Rue Carnot   92400 COURBEVOIE",48.894159,2.246338,"11 Rue Carnot 92400 Courbevoie",0.92,"housenumber","92026_1460_289c21","92026","92400","COURBEVOIE","HAUTS-DE-SEINE","ILE-DE-FRANCE","Chef-lieu canton",41,416,86.9,"48.8984504771, 2.25570587289","{""type"": ""Polygon"", ""coordinates"": [[[2.253756950262125, 48.88688989505178], [2.233785235553238, 48.89567616526661], [2.231624896053336, 48.90065360265188], [2.258215715106153, 48.90608228184913], [2.264820248511973, 48.904036577787686], [2.266398166116926, 48.906294552742324], [2.276380966601864, 48.90654413352254], [2.284270341799327, 48.90228379773861], [2.271065300760704, 48.898400020270955], [2.253756950262125, 48.88688989505178]]]}",26083,26,93,2,"92",11,48.8984504771,2.25570587289
"U9212","Distribution de CAP de Chatenay Malabry","Distribution de chèques","   92290 CHATENAY MALABRY",48.765017,2.277568,"Châtenay-Malabry",0.69,"city","92019","92019","92290","CHATENAY-MALABRY","HAUTS-DE-SEINE","ILE-DE-FRANCE","Chef-lieu canton",126,637,32.4,"48.7681690197, 2.26282598525","{""type"": ""Polygon"", ""coordinates"": [[[2.276145972515501, 48.75666127305422], [2.269288614654887, 48.76063999654954], [2.250043759055985, 48.761213267519565], [2.232859032169924, 48.76598806763034], [2.228842438969429, 48.77447083628517], [2.237456852049904, 48.776298005575384], [2.239880169599023, 48.77342628528502], [2.259721815485503, 48.773317036625315], [2.279571324559528, 48.78248656760797], [2.278826695128923, 48.77629406523211], [2.290253488380403, 48.766603733904724], [2.288482676034295, 48.76076488281797], [2.276145972515501, 48.75666127305422]]]}",35358,19,85,1,"92",11,48.7681690197,2.26282598525
"U9213","Samu social de Clamart","Samu social","183, ave de la porte de Trivaux   92140 CLAMART",48.786879,2.245797,"183 Rue de la Porte de Trivaux 92140 Clamart",0.81,"housenumber","92023_XXXX_83e2e0","92023","92140","CLAMART","HAUTS-DE-SEINE","ILE-DE-FRANCE","Chef-lieu canton",138,876,52.6,"48.7964306792, 2.25474652922","{""type"": ""Polygon"", ""coordinates"": [[[2.228842438969429, 48.77447083628517], [2.226559327154523, 48.776102031621754], [2.226627708148487, 48.78158897384748], [2.234962126007343, 48.785878904546564], [2.237015668418126, 48.796235311231634], [2.253282111887863, 48.80968520536401], [2.251865120621872, 48.81638584250767], [2.272566370808877, 48.81440000991327], [2.278179169818623, 48.814254149425516], [2.279913901436275, 48.81091886555575], [2.272195653730433, 48.79412525297508], [2.271715007168223, 48.7905246824363], [2.237456852049904, 48.776298005575384], [2.228842438969429, 48.77447083628517]]]}",20001,23,90,1,"92",11,48.7964306792,2.25474652922
"U9301","Centre de distribution Pré Saint Gervais","Centre de Distribution Alimentaire","46 rue André Joineau   93310 LE PRE ST GERVAIS",48.885684,2.403839,"46 Rue André Joineau 93310 Le Pré-Saint-Gervais",0.82,"housenumber","93061_0060_3f9c44","93061","93310","LE PRE-SAINT-GERVAIS","SEINE-SAINT-DENIS","ILE-DE-FRANCE","Commune simple",72,69,18.1,"48.8846734877, 2.40542232961","{""type"": ""Polygon"", ""coordinates"": [[[2.410694436897796, 48.878475126642535], [2.400339329688884, 48.88374772032462], [2.398637534206755, 48.8894139101678], [2.407430750147965, 48.88849547619878], [2.411308740149787, 48.88323558443705], [2.410694436897796, 48.878475126642535]]]}",9774,61,23,1,"93",11,48.8846734877,2.40542232961
"U9302","Centre de Distribution de Sevran","Centre de Distribution Alimentaire","  132 Rue Michelet 93270 SEVRAN",48.94319,2.525588,"132 Rue Michelet 93270 Sevran",0.93,"housenumber","93071_1270_8c3181","93071","93270","SEVRAN","SEINE-SAINT-DENIS","ILE-DE-FRANCE","Chef-lieu canton",56,730,50,"48.9386070153, 2.53124057567","{""type"": ""Polygon"", ""coordinates"": [[[2.517563921864038, 48.925663154559494], [2.508171724051222, 48.93752240559492], [2.512247662799389, 48.94393286352931], [2.524146063258125, 48.95057228131036], [2.544321371410522, 48.94957155080629], [2.554613080761701, 48.941948515778066], [2.557045023117815, 48.935302946618414], [2.557242618170468, 48.93453929660935], [2.546897110776249, 48.93444667508039], [2.536505421140909, 48.927284676378314], [2.517563921864038, 48.925663154559494]]]}",36095,71,31,2,"93",11,48.9386070153,2.53124057567
"U9303","Centre distribution de la Courneuve","Centre de Distribution Alimentaire","90 Rue Jean Jaures   93120 LA COURNEUVE",48.923085,2.405674,"90 Avenue Jean Jaurès 93120 La Courneuve",0.77,"housenumber","93027_4725_0cb61e","93027","93120","LA COURNEUVE","SEINE-SAINT-DENIS","ILE-DE-FRANCE","Chef-lieu canton",37,750,37.7,"48.9322569546, 2.39978064801","{""type"": ""Polygon"", ""coordinates"": [[[2.410056995679755, 48.916692770600164], [2.407546080637131, 48.91791241650969], [2.398768397571897, 48.92178062384421], [2.383372949159185, 48.91967896740329], [2.374741656353462, 48.92368106632682], [2.387541390350564, 48.94115734472351], [2.398505186647701, 48.948092313616065], [2.40444829741984, 48.95132338558714], [2.417537018801962, 48.93962520793822], [2.414822678842124, 48.933361991154165], [2.422030051684826, 48.92962896784936], [2.413493843691985, 48.91926364381447], [2.410056995679755, 48.916692770600164]]]}",36181,27,10,3,"93",11,48.9322569546,2.39978064801
"U9304","Centre Distribution de Bondy","Centre de Distribution Alimentaire","1 rue Henry Dunant   93140 BONDY",48.89756,2.488143,"1 Rue Henri Dunant 93140 Bondy",0.8,"housenumber","93010_4442_3f6ae6","93010","93140","BONDY","SEINE-SAINT-DENIS","ILE-DE-FRANCE","Chef-lieu canton",54,547,53.4,"48.9023234526, 2.4837276939","{""type"": ""Polygon"", ""coordinates"": [[[2.486801956303965, 48.88703635491009], [2.476639574002478, 48.8886650931809], [2.471698986846501, 48.889039095377626], [2.473939231697145, 48.89542507924433], [2.469861405218081, 48.904768868997856], [2.475214378256837, 48.91641135374975], [2.474266131597347, 48.91843060128735], [2.47939697783059, 48.91977496079716], [2.4917336814827, 48.91687826150444], [2.491198654219263, 48.91019424357254], [2.49983721841802, 48.89574288314788], [2.495433362912945, 48.889941848009094], [2.486801956303965, 48.88703635491009]]]}",19588,10,94,1,"93",11,48.9023234526,2.4837276939
"U9305","Epicerie Sociale de Noisy le Sec","Epicerie sociale","65 RUE PIERRE SEMARD   93130 NOISY LE SEC",48.895709,2.458038,"65 Rue Pierre Semard 93130 Noisy-le-Sec",0.93,"housenumber","93053_7153_90b41f","93053","93130","NOISY-LE-SEC","SEINE-SAINT-DENIS","ILE-DE-FRANCE","Chef-lieu canton",69,503,39.3,"48.891322463, 2.45913647372","{""type"": ""Polygon"", ""coordinates"": [[[2.464761047295888, 48.87807255709601], [2.451667251149139, 48.878489941265784], [2.449772805945615, 48.884866437737344], [2.443131384359163, 48.88872978250978], [2.441283286623537, 48.898280874118626], [2.469861405218081, 48.904768868997856], [2.473939231697145, 48.89542507924433], [2.471698986846501, 48.889039095377626], [2.476639574002478, 48.8886650931809], [2.464761047295888, 48.87807255709601]]]}",20206,53,20,1,"93",11,48.891322463,2.45913647372
"U9306","Centre de distribution de l'Ourcq","Centre de Distribution Alimentaire","249 rue de Meaux   93410 VAUJOURS",48.936496,2.581429,"249 Rue de Meaux 93410 Vaujours",0.91,"housenumber","93074_0320_07b1e3","93074","93410","VAUJOURS","SEINE-SAINT-DENIS","ILE-DE-FRANCE","Commune simple",87,368,6.3,"48.9324772605, 2.5810025704","{""type"": ""Polygon"", ""coordinates"": [[[2.592341722831451, 48.92502361661402], [2.589686798864208, 48.92769439714401], [2.571205921541105, 48.924617115113854], [2.564583527207108, 48.92831624231729], [2.557242618170468, 48.93453929660935], [2.557045023117815, 48.935302946618414], [2.566654946511279, 48.93687582814727], [2.569018342009351, 48.943233165676354], [2.574758302676825, 48.93746239809798], [2.595934503003416, 48.938614776697115], [2.602402744539802, 48.93531811475754], [2.602598431431983, 48.929356602780615], [2.592341722831451, 48.92502361661402]]]}",34647,74,15,2,"93",11,48.9324772605,2.5810025704
"U9307","Centre distribution Neuilly / Rosny","Centre de Distribution Alimentaire","  3 Place Jean Mermoz 93360 NEUILLY PLAISANCE",48.860942,2.509499,"3 Place Jean Mermoz 93360 Neuilly-Plaisance",0.92,"housenumber","93049_0704_617c2d","93049","93360","NEUILLY-PLAISANCE","SEINE-SAINT-DENIS","ILE-DE-FRANCE","Chef-lieu canton",65,341,20.3,"48.8643287852, 2.51040249898","{""type"": ""Polygon"", ""coordinates"": [[[2.513670428919681, 48.8501681266457], [2.503941324504135, 48.85723297930665], [2.499717550238719, 48.85567752564453], [2.496392095141792, 48.85990845268808], [2.509129986812812, 48.87792096462157], [2.520436672577834, 48.874576349921966], [2.523458873987327, 48.87208829937205], [2.51795890423316, 48.86682319920496], [2.517337884375975, 48.85440088766875], [2.520833540929599, 48.85218457346881], [2.515648757769381, 48.85138127056583], [2.513670428919681, 48.8501681266457]]]}",24705,49,18,2,"93",11,48.8643287852,2.51040249898
"U9308","Centre distribution du Bourget","Centre de Distribution Alimentaire","86 avenue Leclerc   93350 LE BOURGET",48.936448,2.427511,"86 Avenue de la Division Leclerc 93350 Le Bourget",0.64,"housenumber","93013_2530_e9e17e","93013","93350","LE BOURGET","SEINE-SAINT-DENIS","ILE-DE-FRANCE","Chef-lieu canton",43,203,14.3,"48.9361847458, 2.42827855593","{""type"": ""Polygon"", ""coordinates"": [[[2.422030051684826, 48.92962896784936], [2.414822678842124, 48.933361991154165], [2.417537018801962, 48.93962520793822], [2.435032843427174, 48.945086605486814], [2.433040152363952, 48.938773287172], [2.442243793127894, 48.93721575644165], [2.444335049405935, 48.93440173661055], [2.440409478269782, 48.932620882543326], [2.422030051684826, 48.92962896784936]]]}",18563,13,9,1,"93",11,48.9361847458,2.42827855593
"U9314","Epicerie sociale de Drancy","Epicerie sociale","31 bis avenue Marceau   93700 DRANCY",48.928393,2.435835,"31BIS Avenue Marceau 93700 Drancy",0.85,"housenumber","93029_6130_9e6803","93029","93700","DRANCY","SEINE-SAINT-DENIS","ILE-DE-FRANCE","Chef-lieu canton",46,778,66.7,"48.9234246259, 2.44492688692","{""type"": ""Polygon"", ""coordinates"": [[[2.475214378256837, 48.91641135374975], [2.456591346840314, 48.910977524018364], [2.413493843691985, 48.91926364381447], [2.422030051684826, 48.92962896784936], [2.440409478269782, 48.932620882543326], [2.444335049405935, 48.93440173661055], [2.442243793127894, 48.93721575644165], [2.452110603494979, 48.938736077822064], [2.456106649499913, 48.936470117115995], [2.462157707825119, 48.93079599781056], [2.464500195981806, 48.9206805399105], [2.474266131597347, 48.91843060128735], [2.475214378256837, 48.91641135374975]]]}",15459,29,95,1,"93",11,48.9234246259,2.44492688692
"U9315","Centre de distribution Dugny","Centre de Distribution Alimentaire","5 avenue Louis Lariviere   93440 DUGNY",48.952103,2.416482,"5 Avenue Louis Larivière 93440 Dugny",0.91,"housenumber","93030_5150_83ab2e","93030","93440","DUGNY","SEINE-SAINT-DENIS","ILE-DE-FRANCE","Commune simple",42,388,10.5,"48.9503408732, 2.4238637503","{""type"": ""Polygon"", ""coordinates"": [[[2.417537018801962, 48.93962520793822], [2.40444829741984, 48.95132338558714], [2.407383751620951, 48.956131020318175], [2.418836102606607, 48.95775179334183], [2.447520177189905, 48.9558011047882], [2.435032843427174, 48.945086605486814], [2.417537018801962, 48.93962520793822]]]}",13693,30,9,1,"93",11,48.9503408732,2.4238637503
"U9316","Centre de distribution Livry Gargan","Centre de Distribution Alimentaire","81 av du Colonel Fabien Centre Pierre Grandgirard  93190 LIVRY GARGAN",48.918756,2.51648,"81 Avenue du Colonel Fabien 93190 Livry-Gargan",0.57,"housenumber","93046_XXXX_9c91b1","93046","93190","LIVRY-GARGAN","SEINE-SAINT-DENIS","ILE-DE-FRANCE","Chef-lieu canton",69,736,41.2,"48.9197633213, 2.53486592332","{""type"": ""Polygon"", ""coordinates"": [[[2.510923718752643, 48.901796021348346], [2.518786304714338, 48.9100654325145], [2.509447396464468, 48.912257801546936], [2.507299294877434, 48.91866092556631], [2.517563921864038, 48.925663154559494], [2.536505421140909, 48.927284676378314], [2.546897110776249, 48.93444667508039], [2.557242618170468, 48.93453929660935], [2.564583527207108, 48.92831624231729], [2.559223854486136, 48.92140817151952], [2.553417196855675, 48.9158740560523], [2.543354516239249, 48.9166274969727], [2.53868594636339, 48.91070127930702], [2.521505557411174, 48.90366434221959], [2.510923718752643, 48.901796021348346]]]}",28828,46,14,2,"93",11,48.9197633213,2.53486592332
